speaker,content,start,end,event_type,role,tool_name,agent_type,agent_id,model,tokens_out,event_id,content_type
Tool:WebSearch,"Web search results for query: ""Fang 2005 ""Scientific literacy: A systemic functional linguistics perspective"" Science Education; Fang 2006 ""language demands of science reading in middle school"" International Journal of Science Education""

Links: [{""title"":""Scientific literacy: A systemic functional linguistics perspective - Fang - 2005 - Science Education - Wiley Online Library"",""url"":""https://onlinelibrary.wiley.com/doi/10.1002/sce.20050""},{""title"":""(Open Access) Scientific literacy: A systemic functional linguistics perspective (2005) | Zhihui Fang | 437 Citations"",""url"":""https://scispace.com/papers/scientific-literacy-a-systemic-functional-linguistics-35bfonk419""},{""title"":""Scientific literacy: A systemic functional linguistics perspective"",""url"":""https://www.researchgate.net/publication/229460535_Scientific_literacy_A_systemic_functional_linguistics_perspective""},{""title"":""Zhihui Fang, Scientific literacy: A systemic functional linguistics perspective - PhilPapers"",""url"":""https://philpapers.org/rec/FANSLA""},{""title"":""Scientific literacy: A systemic functional linguistics perspective | Scilit"",""url"":""https://www.scilit.com/publications/922fba991c5325137706b83275231b4a""},{""title"":""Understanding the Language Demands of Schooling: Nouns in Academic Registers - Zhihui Fang, Mary J. Schleppegrell, Beverly E. Cox, 2006"",""url"":""https://journals.sagepub.com/doi/10.1207/s15548430jlr3803_1""},{""title"":""Reading science: Using systemic functional linguistics to support critical language awareness - ScienceDirect"",""url"":""https://www.sciencedirect.com/science/article/abs/pii/S0898589815000121""}]

Links: [{""title"":""The Language Demands of Science Reading in Middle School - ADS"",""url"":""https://ui.adsabs.harvard.edu/abs/2006IJSEd..28..491F/abstract""},{""title"":""The Language Demands of Science Reading in Middle School | Semantic Scholar"",""url"":""https://www.semanticscholar.org/paper/The-Language-Demands-of-Science-Reading-in-Middle-Fang/c516db74d6aca21925fd1e36872d30cd99c0a486""},{""title"":""The Language Demands of Science Reading in Middle School: International Journal of Science Education: Vol 28, No 5"",""url"":""https://www.tandfonline.com/doi/abs/10.1080/09500690500339092""},{""title"":""The Language Demands of Science Reading in Middle School: International Journal of Science Education: Vol 28 , No 5 - Get Access"",""url"":""https://www.tandfonline.com/doi/full/10.1080/09500690500339092""},{""title"":""ERIC - EJ734633 - The Language Demands of Science Reading in Middle School, International Journal of Science Education, 2006-Apr-14"",""url"":""https://eric.ed.gov/?id=EJ734633""},{""title"":""Understanding the Language Demands of Schooling: Nouns in Academic Registers - Zhihui Fang, Mary J. Schleppegrell, Beverly E. Cox, 2006"",""url"":""https://journals.sagepub.com/doi/10.1207/s15548430jlr3803_1""},{""title"":""The Language Demands of Science Reading in Middle School"",""url"":""https://www.researchgate.net/publication/248974837_The_Language_Demands_of_Science_Reading_in_Middle_School""},{""title"":""Language Correlates of Disciplinary Literacy"",""url"":""https://alliedhealth.ceconnection.com/files/TLD0112B-1337958964160.pdf""},{""title"":""fang zhihui"",""url"":""https://ufrfprofessors.research.ufl.edu/fang-zhihui/""}]

I found both papers for you. Here are the results:

## Fang 2005 - ""Scientific literacy: A systemic functional linguistics perspective""

Scientific writing contains unique linguistic features that construe special realms of scientific knowledge, values, and beliefs, and an understanding of the functionality of these features is critical to the development of literacy in science. The article describes some of the key linguistic features of scientific writing, discusses the challenges these features present to comprehension and composition of science texts in school, and argues for greater attention to the specialized language of science in teaching and learning.

**Citation:** Fang Z. (2005). Scientific literacy: A systemic functional linguistics perspective. Science Education, 89, 335–347.

---

## Fang 2006 - ""The language demands of science reading in middle school""

The language used to construct knowledge, beliefs, and worldviews in school science is distinct from the social language that students use in their everyday ordinary life; this difference is a major source of reading difficulty for many students, especially struggling readers and English-language learners. The article identifies some of the linguistic challenges involved in reading middle-school science texts and suggests several teaching strategies to help students cope with these challenges.

**Citation:** Fang Z. (2006). The language demands of science reading in middle school. International Journal of Science Education, 28(5), 491–520.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",756.642,756.772,tool_result,tool,WebSearch,,,,,2abb85fb-9007-47a6-9961-2ca687914ef0,text
Agent:general-purpose:a23ff790,"[WebFetch] {""url"": ""https://keystoliteracy.com/blog/providing-reading-interventions-grades-4-9/"", ""prompt"": ""Does it state the 2022 guide builds on/updates the 2008 Kamil Improving Adolescent Literacy guide? Quote exactly any such sentence.""}",756.772,756.788,tool_call,tool,WebFetch,,,claude-opus-5,,c6c36fc4-297e-4cdf-8a56-2417c37b0ed4,text
Tool:WebSearch,"Web search results for query: ""Frayer model randomized controlled trial vocabulary secondary science students experimental study peer-reviewed effect""

Links: [{""title"":""(PDF) The use of modified frayer model in developing science vocabulary of senior high school students"",""url"":""https://www.academia.edu/35566771/The_use_of_modified_frayer_model_in_developing_science_vocabulary_of_senior_high_school_students""},{""title"":""(PDF) Frayer model: a strategy to improve the science vocabulary of grade 9 students of bagbag national high school"",""url"":""https://www.academia.edu/91646478/Frayer_model_a_strategy_to_improve_the_science_vocabulary_of_grade_9_students_of_bagbag_national_high_school""},{""title"":""(PDF) The use of modified frayer model in developing science vocabulary of senior high school students"",""url"":""https://www.researchgate.net/publication/321373346_The_use_of_modified_frayer_model_in_developing_science_vocabulary_of_senior_high_school_students""},{""title"":""Frayer Model for Vocabulary Development - Carol Westby, 2024"",""url"":""https://journals.sagepub.com/doi/10.1177/10483950231211841d""},{""title"":""(PDF) Frayer Model on Students’ Vocabulary Acquisition"",""url"":""https://www.researchgate.net/publication/379232836_Frayer_Model_on_Students'_Vocabulary_Acquisition""},{""title"":""Frayer model: a strategy to improve the science vocabulary ..."",""url"":""https://ojs.southfloridapublishing.com/ojs/index.php/jdev/article/download/1490/1191/3636""},{""title"":""The Effect of the Frayer Model on Secondary English Learner Vocabulary Acquisition"",""url"":""https://tesl-ej.org/wordpress/issues/volume29/ej113/ej113a5/""},{""title"":""ERIC - EJ1477809 - The Effect of the Frayer Model on Secondary English Learner Vocabulary Acquisition, TESL-EJ, 2025"",""url"":""https://eric.ed.gov/?id=EJ1477809""}]

Based on the web search results, I found several peer-reviewed experimental studies examining the effectiveness of the Frayer Model for vocabulary development among secondary science students:

## Key Studies

**Modified Frayer Model Study with Senior High School Students:**
A study investigated the use and effect of the Modified Frayer Model in enriching science vocabulary of Senior High School students using a randomized pretest-posttest control group design. The sample consisted of 60 Senior High School students from Quezon City Polytechnic University, with both control (n=30) and experimental (n=30) groups receiving lessons in Earth Science.

**Results and Effects:**
When posttest scores were compared, results revealed a statistically significant difference between the two groups. The use of the Modified Frayer Model led to post-test scores of 14.80 compared to 13.10 in the control group, indicating a significant improvement in vocabulary learning.

**Grade 9 Science Vocabulary Study:**
Another study aimed to investigate the effectiveness of Frayer Model as a strategy to improve Science vocabulary of Grade 9 students using a Quasi-Experimental method with a two-group, control group and treatment group, pre-test-post-test design. Results showed a significant difference between the post-test results of the two groups, with the experimental group having higher test results in Science after being exposed to Frayer Model than the control group.

**Pharmacy Student Study:**
For pharmaceutical vocabulary among first-semester pharmacy students, the N-Gain score for the experimental class was 65.9%, which was notably higher than the N-Gain score of 13.6% for the control class.

These studies consistently demonstrate significant positive effects of the Frayer Model on vocabulary acquisition in secondary-level science instruction.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",756.788,757.624,tool_result,tool,WebSearch,,,,,6e19c2f7-90e4-4b01-b25f-bfdfbd657dd6,text
Agent:Explore:a8ccbe1d,"[WebFetch] {""url"": ""https://r.jina.ai/https://files.eric.ed.gov/fulltext/ED640520.pdf"", ""prompt"": ""Extract verbatim: number of studies and effect sizes, grade range, pooled effect sizes (g) with confidence intervals for vocabulary, reading comprehension, content knowledge; proximal/researcher-designed vs distal/standardized results; WWC standards subset results; publication bias; developer-conducted research; science vs social studies moderator.""}",757.624,758.178,tool_call,tool,WebFetch,,,claude-opus-5,,d7a6f63a-6594-4acf-aeba-1ff714f176f0,text
Agent:general-purpose:aa968d92,"[WebFetch] {""url"": ""https://r.jina.ai/https://discovery.ucl.ac.uk/id/eprint/10148675/1/EDPR-McBreen%20&%20Savage%202020.pdf"", ""prompt"": ""This is McBreen & Savage's meta-analysis on motivational reading instruction. Extract: full citation, overall effect sizes for reading achievement/comprehension and motivation, what it says specifically about Concept-Oriented Reading Instruction (CORI) and its effect sizes, whether it discusses developer-conducted research or researcher allegiance/bias, whether CORI effec",758.178,758.738,tool_call,tool,WebFetch,,,claude-opus-5,,326ed824-112c-4a0b-b02c-85f1c87d7b22,text
Agent:Explore:a8ccbe1d,"[WebFetch] {""url"": ""https://www.tandfonline.com/doi/abs/10.1080/10888438.2021.1954005"", ""prompt"": ""Full citation details: volume, issue, page range, year, DOI, and the full abstract verbatim.""}",758.738,758.819,tool_call,tool,WebFetch,,,claude-opus-5,,19c7922c-8f2d-4f56-b3d6-2b569d1236a6,text
Tool:WebFetch,"The server returned HTTP 403 Forbidden.

The response body was not retrieved. If this URL requires authentication, use an authenticated tool (e.g. `gh` for GitHub, or an MCP-provided fetch tool) instead of WebFetch.",758.819,760.555,tool_result,tool,WebFetch,,,,,a5aeba27-f4b3-4602-bb90-a91b7fe7ceb2,text
Tool:WebFetch,"# Answer

Yes, the article states this relationship. Here's the exact sentence:

""It builds on and updates the findings from several older reports including the [2008 IES report](https://ies.ed.gov/ncee/wwc/practiceguide/8) *Improving Adolescent Literacy: Effective Classroom and Intervention Practices* (Kamil et al.)...""

This passage explicitly indicates that the new 2022 reading intervention guide expands upon and refreshes the conclusions presented in the earlier 2008 Kamil report.",760.555,760.9,tool_result,tool,WebFetch,,,,,6ea7adb6-693c-4500-a0f6-be26b5004bfd,text
Agent:general-purpose:a9d7a8f4,"[WebFetch] {""url"": ""https://tesl-ej.org/wordpress/issues/volume29/ej113/ej113a5/"", ""prompt"": ""Report design, setting/country, grade level, sample size, randomization, duration, measures, and results/effect sizes for this Frayer Model study. Also note journal and any limitations acknowledged.""}",760.9,761.48,tool_call,tool,WebFetch,,,claude-opus-5,,9f4fd6e2-e886-4392-9044-8db4a76103bc,text
Agent:general-purpose:ae92873b,"[WebFetch] {""url"": ""https://link.springer.com/article/10.1007/s44020-024-00071-9"", ""prompt"": ""Which systematic review found \""insufficient evidence\"" about whether genre theory / systemic functional linguistics pedagogy worked? Give the exact citation of that review and quote what it concluded. Also summarize this article's argument about what counts as evidence in literacy education, and its authors/journal/year.""}",761.48,761.723,tool_call,tool,WebFetch,,,claude-opus-5,,33238193-e17c-4101-9667-30146159e30e,text
Agent:general-purpose:a9d7a8f4,"[WebSearch] {""query"": ""\""Frayer model\"" quasi-experimental vocabulary Indonesia thesis \""eighth grade\"" effect improve students vocabulary mastery journal""}",761.723,761.743,tool_call,tool,WebSearch,,,claude-opus-5,,bdd5b2e4-0abe-470b-81e1-878c114e5cc3,text
Tool:WebFetch,"REDIRECT DETECTED: The URL redirects to a different host.

Original URL: https://link.springer.com/article/10.1007/s44020-024-00071-9
Redirect URL: https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44020-024-00071-9
Status: 303 See Other

To complete your request, I need to fetch content from the redirected URL. Please use WebFetch again with these parameters:
- url: ""https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44020-024-00071-9""
- prompt: ""Which systematic review found ""insufficient evidence"" about whether genre theory / systemic functional linguistics pedagogy worked? Give the exact citation of that review and quote what it concluded. Also summarize this article's argument about what counts as evidence in literacy education, and its authors/journal/year.""",761.743,762.023,tool_result,tool,WebFetch,,,,,3e4fe43b-1597-445a-845d-9f509a5f377e,text
Tool:WebSearch,"Web search results for query: ""experiment AI chatbot support reading science textbook passage high school students comprehension randomized 2025 2026""

Links: [{""title"":""AI and Reading Comprehension | Shanahan on Literacy"",""url"":""https://www.shanahanonliteracy.com/blog/ai-and-reading-comprehension""},{""title"":""Traditional note-taking beats AI chatbots for reading comprehension, but a combined approach is still useful"",""url"":""https://phys.org/news/2025-12-traditional-ai-chatbots-comprehension-combined.html""},{""title"":""'Chatty' artificial intelligence could improve student enthusiasm for physics and maths, finds study – Physics World"",""url"":""https://physicsworld.com/a/chatty-artificial-intelligence-could-improve-student-enthusiasm-for-physics-and-maths-finds-study/""},{""title"":""Augmenting learning environments using AI custom chatbots: Effects on learning performance, cognitive load, and affective variables | Phys. Rev. Phys. Educ. Res."",""url"":""https://journals.aps.org/prper/abstract/10.1103/PhysRevPhysEducRes.21.010147""},{""title"":""How College Students Use AI to Navigate Course Readings: Evidence from an Eight-Week Study"",""url"":""https://arxiv.org/html/2602.09907""},{""title"":""From Cognitive Relief to Affective Engagement: An Empirical Comparison of AI Chatbots and Instructional Scaffolding in Physics Education"",""url"":""https://arxiv.org/pdf/2508.06254""},{""title"":""Learning to Use AI for Learning: Teaching Responsible Use of AI Chatbot to K-12 Students Through an AI Literacy Module"",""url"":""https://arxiv.org/pdf/2508.13962""},{""title"":""Effects of graphical summarization and AI-based chatbots on learners' reading comprehension achievement, motivation, self-efficacy, critical thinking and cognitive load | Educational technology research and development | Springer Nature Link"",""url"":""https://link.springer.com/article/10.1007/s11423-025-10583-x""},{""title"":""Generative AI without guardrails can harm learning: Evidence from high school mathematics | PNAS"",""url"":""https://www.pnas.org/doi/10.1073/pnas.2422633122""}]

Based on the search results, I found several relevant studies examining AI chatbot support for student reading comprehension from 2025-2026:

## Key Studies Found

**Cambridge University Study (2025):** A randomized classroom experiment by Cambridge University Press & Assessment and Microsoft Research, published in Computers & Education, investigated how large language models affect students' reading comprehension and retention, involving 405 secondary school students aged 14–15 attending seven different schools across England. The study suggests that traditional learning activities like making notes remain critical for students' reading comprehension and retention, while also suggesting that large language models could be a useful tool for helping students clarify, explore, and contextualize learning material.

**High School AI Chatbot Study (2026):** A 2026 study by Kreijkes et al. found that high school students using an AI chatbot for reading comprehension preferred it and rated it as more helpful, yet demonstrated the lowest comprehension and retention outcomes compared to students in other conditions.

**Physics Education Study (2025):** A randomized controlled study compared supplementary learning material in the form of traditional textbook material with explanations generated by an AI custom chatbot, focusing on mathematics and physics, and assessed the impact on sixth-grade students' learning experiences and performance.

These studies suggest mixed results regarding AI chatbot effectiveness for reading comprehension, with some showing preference for AI tools despite lower comprehension outcomes.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",762.023,762.198,tool_result,tool,WebSearch,,,,,91809d7d-8873-423a-a05b-5225eda55cbc,text
Tool:WebFetch,"# ReLay Study Summary

**Title:** ReLay: Personalized LLM-Generated Plain-Language Summaries for Better Understanding, but at What Cost?

**Authors:** Joey Chan, Yikun Han, Jingyuan Chen, Samuel Fang, Lauren D. Gryboski, Alexandra Lee, Sheel Tanna, Qingqing Zhu, Zhiyong Lu, Lucy Lu Wang, Yue Guo

**Year:** 2026

**Study Design:** Human-centered benchmark with 50 lay participants (from 397 initial recruits) evaluating six scientific abstracts each—three in static (expert-written) and three in interactive (LLM-personalized) settings. Participants rated comprehension via multiple-choice questions and quality across nine Likert dimensions.

**Key Findings on Comprehension:**
Personalized summaries improved understanding, with interactive scores averaging 9.83 versus 9.03 in static conditions. ""All nine dimensions reached significance after FDR correction,"" with explanation showing the largest gain (+0.45). However, 27 of 50 participants improved while 13 declined, suggesting variable effectiveness across users.

**Cost/Tradeoff Findings:**
The research revealed ""a fundamental trade-off between personalization and safety."" Personalized approaches enhanced readability alignment and knowledge matching but increased hallucination and bias reinforcement risks. Non-personalized methods remained safer yet less effective at meeting individual needs, demonstrating tension between user adaptation and factual reliability.",762.198,762.646,tool_result,tool,WebFetch,,,,,41245774-ae43-45e4-a909-0e94cc0e8bf3,text
Agent:general-purpose:acec4eee,"[WebFetch] {""url"": ""https://r.jina.ai/https://ies.ed.gov/ncee/wwc/docs/practiceguide/adlit_pg_082608.pdf"", ""prompt"": ""Find Recommendation 5 (intensive and individualized interventions for struggling readers provided by trained specialists) and its \""Level of evidence\"" / \""Summary of evidence\"" section. Quote it verbatim, listing every author-year citation and counts of randomized/quasi-experimental studies. Also quote anything about grade levels of participants and about content-area or science classrooms",762.646,762.677,tool_call,tool,WebFetch,,,claude-opus-5,,0ef231e5-0f4a-44bd-84f0-555fe0ec9687,text
Tool:WebSearch,"Web search results for query: ""independent replication self-explanation reading strategy training SERT non-McNamara lab study effect prior knowledge moderator""

Links: [{""title"":""Self-Explanation and Reading Strategy Training (SERT ... - ERIC"",""url"":""https://files.eric.ed.gov/fulltext/ED577143.pdf""},{""title"":""(PDF) Self-Explanation and Reading Strategy Training (SERT) Improves Low-Knowledge Students’ Science Course Performance"",""url"":""https://www.researchgate.net/publication/283558098_Self-Explanation_and_Reading_Strategy_Training_SERT_Improves_Low-Knowledge_Students'_Science_Course_Performance""},{""title"":""SERT: Self-Explanation Reading Training: Discourse Processes: Vol 38, No 1"",""url"":""https://www.tandfonline.com/doi/abs/10.1207/s15326950dp3801_1""},{""title"":""effective reading strategies: Topics by Science.gov"",""url"":""https://www.science.gov/topicpages/e/effective+reading+strategies""},{""title"":""(PDF) SERT: Self-explanation reading training"",""url"":""https://www.researchgate.net/publication/228889900_SERT_Self-explanation_reading_training""},{""title"":""McNamara, D. S., O’Reilly, T. P., Best, R. M., & Ozuru, Y. (2006). Improving Adolescent Students’ Reading Comprehension with iSTART. Journal of Educational Computing Research, 34(2), 147–171"",""url"":""https://notes.andymatuschak.org/zNMAn8KebWV3xqABt5etG2i""},{""title"":""McNamara, D. (2004). SERT: Self-explanation reading training. Discourse Processes, 38(1), 1–30"",""url"":""https://notes.andymatuschak.org/z7FLRWQNjaUQSvRQJYiqNQm""}]

Based on the search results, I found information about an independent replication study examining Self-Explanation and Reading Strategy Training (SERT):

The original McNamara (2004) study was conducted in a controlled laboratory with one-on-one SERT training, while the replication study was conducted in large groups in a classroom setting.

The results showed that SERT benefited students who began the course with less knowledge about science but did not benefit students with greater prior science knowledge. Moreover, across the three exams in the course, low-knowledge students who received SERT performed as well as high-knowledge students, whereas low-knowledge students without SERT performed more poorly than high-knowledge students.

Instruction on how to self-explain and use comprehension strategies allowed low-knowledge students to overcome their knowledge deficits.

The key finding was that prior knowledge moderated the effectiveness of SERT training—the strategy was particularly effective for students with low prior knowledge but not for those with high prior knowledge, replicating the pattern found in the original McNamara laboratory study despite the differences in setting and training format.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",762.677,762.705,tool_result,tool,WebSearch,,,,,c0e3cf3e-7988-402a-8b7c-449e5fe01a7b,text
Agent:general-purpose:acec4eee,"[WebSearch] {""query"": ""\""Updating Practice Recommendations\"" \""Taking Stock of 12 Years of Adolescent Literacy Research\"" Reynolds authors journal IES guide limitations""}",762.705,762.708,tool_call,tool,WebSearch,,,claude-opus-5,,a7347ed4-6f1c-4786-90a5-81911dc59296,text
Tool:WebSearch,"Web search results for query: """"Updating Practice Recommendations"" ""Taking Stock of 12 Years of Adolescent Literacy Research"" Reynolds authors journal IES guide limitations""

Web search was not performed: this session has used its web search budget (200 of 200 WebSearch calls). Continue with the information already gathered instead of issuing more searches. If more searches are genuinely needed, ask the user to raise CLAUDE_CODE_MAX_WEB_SEARCHES_PER_SESSION.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",762.708,762.751,tool_result,tool,WebSearch,,,,,cfae81ad-b439-4e84-adc4-447f9e5e8ce2,text
Agent:general-purpose:a317f739,[Grep: participants|Participants|F\(|Nelson|median|Method|MSE|p =|p <],762.751,762.76,tool_call,tool,Grep,,,claude-opus-5,,3e3bfbd8-1294-427a-b4e9-58856a691781,text
Tool:Grep,"277-vantage for reading the low-coherence text twice. 
278:Method 
279-PARTICIPANTS AND DESIGN 
280-Eighty undergraduate students from Old Dominion 
281-University participated in this study for extra credit in a 
282-psychology course. The students were randomly assigned 
283-to one of four experimental conditions representing 
284:whether the participants read the high-coherence text 
285-followed by either the high- or low-coherence text, or the 
286-low-coherence text followed by either the high- or low- 
287-coherence text. 
288-The complete design was 2 x 2 x 2 x 2. This included (a) 
289:the between-participants experimental factor of first text 
290-(high coherence, low coherence) indicating the coherence 
291-of the first text read by the participant, (b) the between- 
292:participants experimental factor of same-different (same text, 
293-different text) indicating whether the second text that they 
294-read was the same text or the alternative version of the 
295:text, (c) the between-participants factor of prior knowledge 
296:(high, low), and (d) the within-participants factor of question 
297-ape (text-based, situation model). 
298-I~R()CH)URF~ 
299-The session required approximately one hour, including (a) 
--
311-on paper). When the screen was full, it was cleared, and the 
312-following paragraph was begun on a new screen. The low- 
313-coherence text required two screen presentations, and the 
314:high-coherence text required three. Participants were told 
315-that the screen would clear when an asterisk appeared. 
316-Thus, they were able to reread any previous text before 
317-continuing to a new screen. They were also told that they 
318-would be asked questions about the text. They were not 
319-told before the first reading that they would read the text 
320:a second time. After reading the first text, participants in 
321-the same text condition were told that they would be 
322:rereading the same text. Participants in the different text 
323-condition were told that they would be reading a slighdy 
324-different version of the text that contained the same 
325:information. Participants were also reminded before the 
326-second reading that they would be asked questions about 
327-the text. 
328-MATERIALS 
--
395-and draw the cell when it was in the telophase and the late 
396-prophase stages of mitosis. 
397-To assess readers' prior knowledge of the text domain, 
398:the participants were also given 14 prior knowledge 
399-questions. These questions queried knowledge that would 
400-help the reader to understand the information in the text, 
401-such as information that was presented in the textbook 
--
427-Results 
428-ANALYSES 
429-The alpha level was set at .05; hence, probability values are 
430:only reported for marginal results (i.e., .05 < p < .10). Text 
431-comprehension performance was measured in terms of 
432-proportion correct on the text-based and situation model 
433-questions administered after reading the two texts. For the 
--
435-scored the answers and agreed on 85 % of the scores. A 
436-collective decision was agreed upon concerning disparate 
437-Scores. 
438:Readers'prior domain knowkdge classification. Participants were 
439-chssified as high or low knowledge based on their perfor- 
440-mance on the prior knowledge questions. Those who 
441-answered fewer than 6 (of the 14) questions correctly were 
--
443-39), and those who answered 6 or more correctly were 
444-categorized as high knowledge (M = 8.00, SD = 2.13, n = 
445-41). This split resulted in relatively equal numbers of high- 
446:and low-knowledge participants per experimental condition 
447-(n= 8to 12). 
448-FULL ANALYSIS OF COMPREHENSION 
449-A mixed 2 x 2 x 2 x 2 analysis of variance was conducted 
450-on proportion correct. This analysis included the within- 
451:participants factor of question type (text-based, situation 
452:model), and the between-participants factors of first text 
453-(high coherence, low coherence), same-different, and prior 
454-knowledge (high, low). Comprehension performance for 
455-the texts as a function of these factors is presented in Table 
456:1 in terms of proportion correct. Participants answered 
457-more text-based questions correctly (M = 0.44) than 
458:situation model questions (M = 0.23), F(1,72) = 145.27, 
459:MSE = 0.01. There was also a main effect for the factor of 
460:same-different, F(1,72) = 5.40, MSE = 0.05, reflecting better 
461-comprehension by those who read different text versions 
462-(M = 0.38) than those who read the same text twice (iv/= 
463-0.30). In addition, there was a main effect for prior knowl- 
464:edge, F(1,72) = 47.32, MSE = 0.05, reflecting better com- 
465-prehension by high-knowledge (M = 0.46) than low- 
466:knowledge participants (M = 0.22). 
467-There was a reliable interaction between the first text's 
468:coherence and the participant's prior knowledge, F(1,72) = 
469:4.92, MSE = 0.05. This result reflects the finding that for 
470:high-knowledge participants, reading the low-coherence 
471-text first resulted in better comprehension (g = 0.51) than 
472-reading the high-coherence text first (m = 0.41), whereas 
473:for low-knowledge participants, comprehension was higher 
474-when they read the high-coherence text first (M = 0.25) 
475-than the low-coherence text first (M = 0.18). Hence, the 
476-advantage of encountering the low-coherence text first was 
477-specific to the high-knowledge group. 
478-There was also an interaction between question type 
479:and prior knowledge, F(1,72) = 4.38, MSE = 0.01, and a 
480-three-way interaction among question type, prior knowl- 
481:edge, and first text, F(1,72) = 8.10, MSE = 0.01. The 
482-corresponding data are shown in Figure 1. There was a 
483-benefit of reading the low-coherence text first for the high- 
484:knowledge participants, compared to a benefit of reading 
485-the high-coherence text first for the low-knowledge 
486:participants. However, these effects emerged on the text- 
487-based questions, rather than the situation model questions. 
488-Indeed, there was little effect of text for the situation 
489-model questions for either high- or low-knowledge partici- 
490:pants. (No other between-participants effects or interac- 
491-tions were reliable, all Fs < 1.) 
492-SEPARAT1,; COMI~REI.IENSION ANALYSES BY KNOWLEDGE 
493-GROUP 
--
495-factors varied as a function of prior knowledge, separate 
496-Question Type x First-Text x Same-Different analyses 
497-were conducted for high-knowledge and low-knowledge 
498:participants. 
499-High-knowkdgepartidpants. As in the full analysis, there was 
500:an effect of question type, F(1,37) = 92.29, MSE = 0.01 
501-(text-based m = 0.58; situation modelM = 0.34). There was 
502-also an interaction between question type and first text, 
503-
--
519-Low Knowledge High Knowledge 
520-Figure 1. Proportion correct answers on text-based and conceptual (situation model) questions as a function of knowledge 
521-and which text version was read first (i.e., the low-coherence or high-coherence text). 
522:F(1,37)= 5.65, MSE = 0.01. This interaction reflects the 
523-finding that high-knowledge readers answered more text- 
524-based questions correctly if the first text was low-coher- 
525:ence (M = 0.66) than high-coherence (M = 0.51), F(1,37) = 
526:5.38, MSE = 0.04. In contrast, the effect of first text was 
527-not reliable for situation model questions, F < 1 (low- 
528-coherence M = 0.35; high-coherence M = 0.32). This 
529-absence of an effect remained when the situation model 
--
531-questions (e.g., drawing or describing the cell at a certain 
532-stage of mitosis) and bridging inference questions. No 
533-other main effects or interactions were reliable for high- 
534:knowledge participants. 
535-Low-knowledgepartidpants. There was a significant effect of 
536:question type, F(1,35) = 54.91, MSE = 0.01 (text-based M = 
537-0.30; situation model M = 0.13). There was also a reliable 
538:effect of same-different, F(1,35) = 4.70, MSE = 0.03, 
539:reflecting the finding that low-knowledge participants 
540-benefited more from reading different versions of the text 
541-(M = 0.26) than the same text (M = 0.18). The effect of the 
542:first text's coherence was marginal, F(1,35) = 3.29, MSE = 
543:0.03,p = .078 (low-coherence M = 0.18; high-coherence M 
544-= 0.25). However, the advantage for reading the high- 
545-coherence text first was reliable for text-based questions, 
546:F(1,35) = 4.59,1VISE = 0.02 (low-coherence M = 0.25; high- 
547-coherence M = 0.36), though not for situation model 
548-questions, F < 1. 
549-There was also a marginal interaction between first text 
550:and same-different, F(1,35) = 3.40, MSE = 0.02,p = .074. 
551-This interaction, though marginal, is important because it 
552:reflects the finding that the low-knowledge participants 
553-benefited from any source of coherence, be it from the 
554-first or second text. The average comprehension for 
555:participants in the three conditions who saw the coherent 
556-text either first, second, or both times was 0.26, 0.26, and 
557:0.24, respectively. In contrast, the participants who saw the 
558-low-coherence text twice understood virtually nothing 
559-from the text (M = 0.11). It is notable that this interaction 
560-between first text and same-different for low-knowledge 
--
563-the same text or a different text. That is, the interaction 
564-between first text (high coherence, low coherence) and 
565-second text (high coherence, low coherence) is reliable for 
566:low-knowledge participants, F(1,35) = 5.05, ,VISE = 0.03. 
567-The same/different coding was used to answer the ques- 
568-tion as to whether it was beneficial to read the same or 
569-different text. The alternative coding reflects whether it is 
--
658-overall advantage for reading different texts in comparison 
659-to reading the same text twice. As expected, separate 
660-analyses for each knowledge group indicated that this 
661:effect was reliable only for low-knowledge participants. 
662-While supportive of the prediction, this main effect was 
663-modified for low-knowledge readers by a marginal interac- 
664-tion with the coherence of the first text. This interaction 
--
812-students with two sessions of training to self-explain texts 
813-using logic and common sense. Self-explanation refers to 
814-the process of explaining a text aloud as it is read (e.g., Chi, 
815:de Leeuw, Chiu,& LaVancher, 1994). The participants 
816-who had received self-explanation training and a control 
817-group then read and self-explained aloud the low-coher- 
818-ence version of the cell mitosis text (presented in the 
819:Appendix). High-knowledge participants showed equiva- 
820-lent levels of comprehension, regardless of whether they 
821-had received training. In contrast, the low-knowledge 
822-readers who had been provided training answered 51% of 
823-the text-based questions correctly, compared to 26 % by 

[Showing results with pagination = limit: 200, offset: 40]",762.76,762.896,tool_result,tool,Grep,,,,,4a14d145-b6c7-4f54-9b46-5d49d83ac024,text
